Sentence,Aspect Term,polarity,augmented_sentences
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",cheese,neutral,"There was no mayonnaise, our toast was forgotten, the omelet was missing cheese, the dishes were served under hot temperatures, and the bacon was so overcooked it broke apart when handled."
The restaraurant is very small so reservations are a must.,reservations,neutral,"Because the restaurant is tiny, reservations are necessary."
The restaraurant is very small so reservations are a must.,reservations,neutral,"The restaurant is quite small, therefore reservations are required."
The restaraurant is very small so reservations are a must.,reservations,neutral,"Given the restaurant's small size, reservations become essential."
Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,Appetizers,neutral,"Appetizers are priced at about $7 each, and the main dishes range from $11 to $16."
Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,Appetizers,neutral,"Appetizers cost roughly $7 per serving, while the main dishes are between $11 and $16."
Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,Appetizers,neutral,"The price of Appetizers is around $7 each, with main dishes priced from $11 to $16."
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dinner,neutral,"Once dinner is finished, bring your date to the massive dance floor, likely one of the largest in NY."
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dinner,neutral,"After dinner, you can lead your date onto the enormous dance floor, which is probably among the biggest you'll find in NY."
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dinner,neutral,"When dinner is over, escort your date to the huge dance floor, arguably one of the biggest in New York."
I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,lunch,neutral,"Honestly, if this helps make getting a lunch easier, I'm fine with it."
I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,lunch,neutral,I don't mind if this simplifies the process of getting a lunch.
I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,lunch,neutral,"If this makes it simpler to obtain a lunch, I'm okay with that."
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,neutral,"I suggest trying the meatballs, caprese salad, and beans on toast—they made a delightful beginning to the meal."
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,neutral,"The meatballs, caprese salad, and beans on toast provided a wonderful start to the meal, so I recommend them."
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,neutral,"I recommend the meatballs, caprese salad, and beans on toast as a great way to begin the meal."
Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral,Eating a large amount of Japanese food is uncommon.
Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral,It's unusual to overindulge in Japanese food.
Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral,Having too much Japanese food is not something that happens often.
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral,"They seem to have used leftover chicken, added oil, and dusted it with pepper powder, while the sauce turned translucent and red."
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral,"It appears they took some leftover chicken, drizzled oil on it, and sprinkled pepper powder on top, with the sauce becoming clear and red."
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral,"The dish looks like leftover chicken with oil poured over it and pepper powder sprinkled, and the sauce is translucent and red."
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,sushi bar,neutral,"My husband and I have been there a few times, and each visit we chose to sit at the sushi bar (chef Yoshi) and order everything a la carte."
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,sushi bar,neutral,"On several occasions my husband and I went to the restaurant, always sitting at the sushi bar (chef Yoshi) and ordering the entire menu a la carte."
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,sushi bar,neutral,"We have visited the establishment multiple times, and every time my husband and I took a seat at the sushi bar (chef Yoshi) to order all dishes a la carte."
"The service is ok, some of the people didn't get what they asked for.",service,neutral,"The service is okay, although several customers didn't obtain what they wanted."
"The service is ok, some of the people didn't get what they asked for.",service,neutral,"The service is fine, yet some people didn't get what they asked for."
"The service is ok, some of the people didn't get what they asked for.",service,neutral,"The service is average, and a few individuals didn't receive what they requested."
"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",food,neutral,"The decor is nice and minimalist, the food is simple yet presented and cooked very well, and the wine list complements the food nicely."
"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",food,neutral,"With a nice, minimalist decor, the food remains simple but is very well presented and cooked, and the wine list matches the food perfectly."
"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",food,neutral,"The decor is sleek and minimal, while the food is simple and excellently presented and cooked, and the wine list goes well with the food."
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,neutral,"Although the steak was superb and among the best I've tried, the initial hint of butter never overpowered the flavor of the meat."
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,neutral,"The meat was one of the finest steaks I've eaten, and while the butter was noticeable at first, it did not dominate the flavor."
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,neutral,"I found the steak exceptional, and despite tasting butter early on, the flavor of the meat remained undisturbed."
The food is reliable and the price is moderate.,price,neutral,"The food is reliable, and the price remains moderate."
The food is reliable and the price is moderate.,price,neutral,"While the food is dependable, the price is moderate."
The food is reliable and the price is moderate.,price,neutral,"The food is consistent, and the price stays moderate."
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",menu,neutral,"The menu wasn't what I expected, consisting solely of pad thai and tom yum soup, yet I felt that was what gave the place its charm."
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",menu,neutral,"I didn't anticipate a menu limited to just pad thai and tom yum soup, but I believed that uniqueness made the spot special."
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",menu,neutral,"Although the menu only offered pad thai and tom yum soup, which wasn't what I expected, I thought that was the reason the place stood out."
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,neutral,"Throughout the subway ride I hoped I’d find a table to sit alone, without having to share it with the rice congee soup people."
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,neutral,"I spent the whole subway trip wishing for a solo table, so I wouldn’t need to sit next to the rice congee soup people."
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,neutral,"During the ride on the subway I crossed my fingers for a table to myself, avoiding sharing it with the rice congee soup people."
We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,bar,neutral,We dined al fresco at Haru's Sake bar since the restaurant next door was too crowded.
We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,bar,neutral,"Because Haru's restaurant next door was packed, we chose to eat outside at Haru's Sake bar."
We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,bar,neutral,We decided to have our meal outdoors at Haru's Sake bar because the neighboring restaurant was overflowing.
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",assortment of fish,neutral,"In addition to the Sea Urchin, the chef suggested an assortment of fish such as Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), and Sea Eel."
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",assortment of fish,neutral,"Beyond the Sea Urchin, the chef offered an assortment of fish, featuring Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, among others."
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",assortment of fish,neutral,"Apart from the Sea Urchin, the chef presented an assortment of fish that included Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna) and Sea Eel."
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,kielbasa,neutral,"Starting with the artisanal cheese fondue, we also dipped apples and kielbasa."
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,kielbasa,neutral,We first served the cheese fondue (an artisanal blend) and then added apples and kielbasa for dipping.
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,kielbasa,neutral,"Our meal began with the cheese fondue, and we included apples and kielbasa to dip."
The meat dishes were only so-so.,meat dishes,neutral,The meat dishes were just okay.
The meat dishes were only so-so.,meat dishes,neutral,I found the meat dishes to be rather average.
The meat dishes were only so-so.,meat dishes,neutral,The meat dishes turned out to be nothing special.
The soup for the udon was soy sauce and water.,water,neutral,The udon soup was made with soy sauce and water.
The soup for the udon was soy sauce and water.,water,neutral,Soy sauce and water were the ingredients in the udon broth.
The soup for the udon was soy sauce and water.,water,neutral,"For the udon, the soup combined soy sauce with water."
"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",tonic,neutral,"When he finally attempted it, he couldn't make a gin and tonic since he couldn't locate tonic."
"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",tonic,neutral,"He tried later, but making a gin and tonic was impossible because the tonic wasn't available."
"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",tonic,neutral,"After he finally gave it a go, he was unable to prepare a gin and tonic – the tonic couldn't be found."
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,neutral,"You might expect an apology or complimentary drinks, but instead the snobby waiter ignored us for 15 minutes and was rude when we finally asked."
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,neutral,"We thought they'd offer an apology or complimentary drinks, yet the arrogant waiter wouldn't take our order for 15 minutes and gave us attitude when we requested it."
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,neutral,"It seemed we would receive an apology or complimentary drinks, but the pretentious waiter delayed taking our order for a quarter of an hour and responded sullenly when we asked."
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral,"When I requested an open faced cheese sandwich, the manager bluntly suggested I go to another place."
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral,"I wanted an open faced cheese sandwich, but the manager told me to take my business elsewhere."
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral,"I asked for an open faced cheese sandwich, and the manager basically said I should find another restaurant."
Three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,neutral,"The three of us arrived for dinner at about 5:30 on a weekday, without reservations."
Three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,neutral,"We showed up for dinner around 5:30 on a week night, three people in total, without reservations."
Three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,neutral,"At roughly 5:30 on a weeknight, the three of us got to dinner without reservations."
We had a party in their private room and they made it truly memorable and were very helpful in the planning.,private room,neutral,"Our celebration took place in their private room, and the staff ensured everything went smoothly and assisted with the planning."
We had a party in their private room and they made it truly memorable and were very helpful in the planning.,private room,neutral,"We hosted a party inside their private room, and they were supportive in organizing the event."
We had a party in their private room and they made it truly memorable and were very helpful in the planning.,private room,neutral,"The event was held in their private room, and the team helped with planning, making it a smooth experience."
"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,neutral,"While we were having our meal, the management stopped by, checked on us, and even offered a round of drinks."
"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,neutral,"During the meal, the staff visited us, made sure we were okay, and provided a round of drinks."
"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,neutral,"As we ate our meal, management came over, asked how things were, and treated us to drinks."
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",meal,neutral,"My only gripe is that, given the $12‑$15 average price per meal, I shouldn't have to be concerned about locating a seat."
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",meal,neutral,"The sole issue I have is that, at roughly $12‑$15 per meal, I would prefer not to worry about finding a seat."
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",meal,neutral,"My only complaint is that, at an average $12‑$15 per meal, I would like not to have to search for a seat."
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",specials,neutral,"After we told him that the specials hadn't been mentioned, he didn't apologize and instead said we had made a very good decision regardless."
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",specials,neutral,"We informed him that he omitted the specials; he didn't apologize, but he let us know that our decision was still a very good one."
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",specials,neutral,"When we pointed out his failure to mention the specials, he chose not to apologize and reminded us that we had made a very good decision anyway."
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,neutral,Our meal began with lox and mussels—the best I've ever tasted—and we later ate cod and trout for dinner.
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,neutral,"We began with lox and mussels, which were the best I've ever had, and finished the dinner with cod and trout."
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,neutral,"Starting off, we enjoyed lox and mussels (the best I've ever tried), then had cod and trout for dinner."
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",menu,neutral,"However, the real kicker of the menu is the beef cubes or the chicken with chili and lemongrass."
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",menu,neutral,"What really stands out on the menu, though, are the beef cubes or the chicken prepared with chili and lemongrass."
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",menu,neutral,"The beef cubes or the chicken with chili and lemongrass are the real kicker of the menu, however."
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,neutral,"Since the servings are enormous, you might want to order three items to share rather than giving each person just one appetizer and an entree."
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,neutral,"The dishes come in huge sizes, so ordering three plates to split could be better than serving each guest a single appetizer and entree."
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,neutral,"With such large portions, it may be smarter to pick three shared dishes instead of limiting each person to one appetizer and an entree."
I had to ask her three times before she finally came back with the dish Ive requested.,dish,neutral,"After asking her three times, she eventually returned with the dish I had requested."
I had to ask her three times before she finally came back with the dish Ive requested.,dish,neutral,It took three requests before she finally brought the dish I asked for.
I had to ask her three times before she finally came back with the dish Ive requested.,dish,neutral,I needed to request the dish three times before she finally delivered it.
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",space,neutral,"Even though tables opened up next to us and we asked for a slightly larger space, they still seated us awkwardly."
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",space,neutral,"Although other tables became available beside us and we requested a bit more space, they left us seated in an awkward way."
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",space,neutral,"While new tables appeared next to us and we asked for a slightly larger space, they placed us awkwardly."
Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,neutral,"I tried the pad see ew because the last reviewer recommended it, and it's one of my favorite dishes."
Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,neutral,"Following the previous reviewer’s suggestion, I sampled the pad see ew, which I consider a favorite."
Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,neutral,"On the advice of the last reviewer, I gave the pad see ew a try, as it’s among my preferred meals."
No free drink.,drink,neutral,There is no free drink.
No free drink.,drink,neutral,Free drink is not available.
No free drink.,drink,neutral,You won't receive a free drink.
"If anyones has doubt of not knowing enough about wines,please check their wine list.",wines,neutral,"If you're unsure about your knowledge of wines, you can consult their wine list."
"If anyones has doubt of not knowing enough about wines,please check their wine list.",wines,neutral,Anyone uncertain about wines should refer to their wine list.
"If anyones has doubt of not knowing enough about wines,please check their wine list.",wines,neutral,"If someone doubts their understanding of wines, they should look at the wine list."
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dish,neutral,"It's a plus that there's more food, yet a downside since dim sum traditionally comes in smaller portions, allowing you to sample more dishes and keep each dish inexpensive."
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dish,neutral,"Having extra food is nice, but it's a drawback that dim sum is meant to be served in tiny portions so you can try many dishes while each dish stays cheap."
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dish,neutral,"The larger amount of food is good, though it's negative that dim sum should be in smaller servings, letting you try several dishes while keeping each dish affordable."
I ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,neutral,"While I had the chu chu curry, my friend chose the pad thai chicken."
I ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,neutral,"I went for the chu chu curry, and my companion ordered the pad thai chicken."
I ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,neutral,My friend ordered the pad thai chicken as I ordered the chu chu curry.
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",cold udon,neutral,"I should caution readers that the portion sizes are quite small—particularly the appetizers—so if you intend to eat until you're satisfied and aren't planning to get the chef's tasting menu, be prepared to order an individual appetizer (one per person since they aren't meant for sharing), a main course, and the cold udon to finish the meal."
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",cold udon,neutral,"Be aware that the servings are tiny, especially the starters; unless you go for the chef's special tasting menu, you’ll need to order a separate appetizer for each diner, a main entrée, and then have the cold udon at the meal's conclusion."
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",cold udon,neutral,"I want to alert you that the portions, notably the appetizers, are very small, so unless you choose the chef’s tasting menu, you should plan on ordering a single appetizer per person, a main dish, and the cold udon as the final course."
"No food snobs allowed, this place is for people who appreciate good food.",food,neutral,This spot isn’t for food snobs; it’s meant for those who value good food.
"No food snobs allowed, this place is for people who appreciate good food.",food,neutral,"If you’re not a food snob, you’ll enjoy this place that celebrates good food."
"No food snobs allowed, this place is for people who appreciate good food.",food,neutral,No food snobbery here—just a venue for people who love good food.
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,neutral,"Everything is priced quite reasonably, with congee, noodles, and rice dishes costing only $3-6 each."
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,neutral,"The cost is low, as congee, noodles, and rice dishes are each priced between $3 and $6."
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,neutral,"You’ll find that congee, noodles, and rice dishes are all offered for just $3‑6, making it very affordable."
And I say snacking because it really is not set up to be a proper dinner.,snacking,neutral,I refer to it as snacking since it isn’t really intended to serve as a proper dinner.
And I say snacking because it really is not set up to be a proper dinner.,snacking,neutral,I call it snacking because it simply isn’t set up to be a full dinner.
And I say snacking because it really is not set up to be a proper dinner.,snacking,neutral,"I label it snacking, as it isn’t really organized to function as a proper dinner."
The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,grapes,neutral,"When their long‑overdue bottle of wine finally arrived, the table next to us wondered if he crushed the grapes himself."
The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,grapes,neutral,The table beside us asked whether he had crushed the grapes himself when the long‑awaited wine bottle finally showed up.
The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,grapes,neutral,"As the overdue bottle of wine arrived, the neighboring table questioned if he crushed the grapes himself."
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bartender,neutral,"I learned from the bartender that this hidden spot in midtown is the best, after enjoying excellent food—like steak with portobello mushrooms—and drinks at the bar last Tuesday."
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bartender,neutral,"According to the bartender, this is the top secret venue in midtown, which I discovered after savoring great steak with portobello mushrooms and bar drinks on Tuesday."
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bartender,neutral,"The bartender told me this is the finest concealed location in midtown, a fact I noted after having delicious steak with portobello mushrooms and drinks at the bar last Tuesday."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",food,neutral,"(food was delivered by a busboy, not waiter) No cheese came with the pasta, and our water and wine glasses stayed empty the whole time, even though we could have easily added another $20 for wine."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",food,neutral,"(food was delivered by a busboy, not waiter) The pasta arrived without any cheese, and both our water and wine glasses remained empty throughout the meal, despite the fact we might have spent an extra $20 on wine."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",food,neutral,"(food was delivered by a busboy, not waiter) We received the pasta without cheese, and the water and wine glasses were empty for the entire dinner, though we could have easily spent another $20 on wine."
"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",wine,neutral,"Overall, the restaurant is solid, and with a price under $40 per person (wine included), it’s also a solid deal."
"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",wine,neutral,"All in all, it's a decent restaurant, and since the cost is under $40 per person with wine, the deal is equally decent."
"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",wine,neutral,"The restaurant is generally good, and because wine is part of the sub‑$40 per‑person price, the value is also good."
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime juice concoction,neutral,"When I ordered the crab cocktail, it was drenched in a lime juice concoction that made the lime flavor dominate."
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime juice concoction,neutral,"The crab cocktail I ordered was bathed in a lime juice concoction, and the lime was the only taste that stood out."
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime juice concoction,neutral,"I had a crab cocktail that was immersed in a lime juice concoction, leaving the lime as the predominant flavor."
Since my first dinner I have had the chance to have brunch at Orsay 3x.,brunch,neutral,"Since my first dinner, I've managed to go to Orsay for brunch three times."
Since my first dinner I have had the chance to have brunch at Orsay 3x.,brunch,neutral,"After my first dinner, I've had the opportunity to have brunch at Orsay on three occasions."
Since my first dinner I have had the chance to have brunch at Orsay 3x.,brunch,neutral,"From my first dinner onward, I've been able to attend brunch at Orsay three times."
I've been here 3 times for lunch and it is one of my favorites in the city.,lunch,neutral,"I've been here three times for lunch, and it remains one of my favorite spots in the city."
I've been here 3 times for lunch and it is one of my favorites in the city.,lunch,neutral,"This is my third visit for lunch, and I still consider it among my city favorites."
I've been here 3 times for lunch and it is one of my favorites in the city.,lunch,neutral,"Having gone here three times for lunch, I find it to be one of my favorite places around town."
"I have been here a few times for dinner, once for brunch and twice for lunch.",brunch,neutral,"I've been to this restaurant a few times for dinner, once for brunch, and twice for lunch."
"I have been here a few times for dinner, once for brunch and twice for lunch.",brunch,neutral,"My visits include several dinners, a single brunch, and two lunches at this spot."
"I have been here a few times for dinner, once for brunch and twice for lunch.",brunch,neutral,"I dined here multiple times for dinner, had brunch once, and ate lunch twice."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",meal,neutral,"Throughout the whole meal, our water and wine glasses stayed empty, and we never received cheese for the pasta, even though we could have easily spent another $20 on wine."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",meal,neutral,"During the meal, the pasta arrived without cheese and both our water and wine glasses stayed empty the entire time, despite us being willing to spend an extra $20 on wine."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",meal,neutral,"The meal was marked by empty water and wine glasses and a lack of cheese on the pasta, although we would have gladly added another $20 for wine."
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,neutral,"Conversely, if you’re not easily deceived, you’ll discover many restaurants that provide service and ambiance comparable to Alain Ducasse, with food that excels in presentation, taste, variety, quality, and quantity."
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,neutral,"On the flip side, for those who aren’t quick to be fooled, there are hundreds of eateries offering service and ambiance matching the standards of Alain Ducasse, and dishes that stand out in presentation, flavor, selection, quality, and portion size."
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,neutral,"Alternatively, if you don’t fall for tricks easily, you can locate numerous restaurants that deliver service and ambiance on the same level as Alain Ducasse, while the cuisine shines in presentation, taste, options, quality, and amount."
"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",price,neutral,"The salmon dish was okay, but considering the price I paid, I thought it would have a stronger flavor."
"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",price,neutral,"I found the salmon dish acceptable; however, for the price, I had hoped for a more pronounced flavor."
"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",price,neutral,"While the salmon was fine, the price I paid made me expect it to be more flavorful."
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,neutral,"At the same time, the bartender kept pouring champagne from his reserve after we emptied our bottle, while we sampled a complimentary turnip soup with pureed basil."
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,neutral,"While we were finishing our bottle, the bartender continued to serve champagne from his reserve, and we were served a free amuse of turnip soup blended with basil."
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,neutral,"During our meal, the bartender kept refilling champagne from his reserve after our bottle was done, and we enjoyed a gratis turnip soup puréed with basil."
This restaurant used to be our regular Thursday night dinner location.,dinner location,neutral,We used to consider this restaurant our regular Thursday night dinner location.
This restaurant used to be our regular Thursday night dinner location.,dinner location,neutral,Our regular Thursday night dinner location used to be this restaurant.
This restaurant used to be our regular Thursday night dinner location.,dinner location,neutral,This restaurant was formerly our go‑to dinner location on Thursday nights.
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",thai food,neutral,"Although the Pad thai, lad nar, and other dishes seem appealing on the menu, I've found better thai food at less visually attractive venues."
