Sentence,Aspect Term,polarity
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",menu,neutral
This place is the most Japanese it can ever get.,place,positive
"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,positive
"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,negative
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",lunch,positive
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",appetizer,negative
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,negative
"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,negative
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,positive
"The wait staff is friendly, and the food has gotten better and better!",food,positive
The portions are large and the servers always surprise us with a different starter.,servers,positive
Wonderful strawberry daiquiries as well!,strawberry daiquiries,positive
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,conflict
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,positive
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",waiter,positive
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,neutral
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,negative
We would like to thank Marcelo and Grace for a wonderful dining experience!!!,dining,positive
"The main course had an average portion, and was decent overall.",main course,positive
"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2-person table,negative
delicious simple food in nice outdoor atmosphere.,food,positive
Two words: Free wine.,wine,positive
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,positive
Drawbacks: service is slow and they don't toast!,service,negative
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,positive
Stick to the gulab jamun.,gulab jamun,positive
"Friendly and informative staff, very attentive and prompt raw bar service.",staff,positive
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",glass of wine,neutral
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",menu,neutral
Joe's Pizza used to have the best slice until this pizzeria opened up.,slice,positive
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,food suggestions,positive
I care more about the food and ambience.,food,neutral
If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,view,positive
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",main course,positive
Such nice people working here - but I have to review the food.,food,neutral
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",place,negative
The entire place and the treatment we received felt as a conveyor belt.,place,negative
They don't walk around with the trays of Dim Sum.,trays of Dim Sum,neutral
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",Indian,positive
"Orsay, is without a doubt one of the best values for authentic French food in NYC.",French food,positive
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",waiter,negative
"Again, the waitress was awesome.",waitress,positive
This is one of the best comfort food places in the city.,comfort food,positive
Scalina Fedeli reminded me why service is so integral to fine dining.,service,positive
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,positive
Also a little more expensive than your average bagel place.,bagel,neutral
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,lobby area,negative
"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",sushi,neutral
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,negative
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",ingredients,positive
"No food snobs allowed, this place is for people who appreciate good food.",food,positive
Although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,neutral
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",diners,neutral
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",reservations,positive
"I got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,positive
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",menu,neutral
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",ceiling,negative
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative
"Well, this place is so Ghetto its not even funny.",place,negative
"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",gin and tonic,neutral
The food there is so good that even to order out the wait is incredible.,food,positive
As soon as my father lifted his pen from the check a chef appeared to usher us out.,check,neutral
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",omelet,neutral
The staff is no nonsense.,staff,positive
"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,positive
Terrific menu full of unique rolls and special dishes.,rolls,positive
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",stuff,positive
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,positive
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,conflict
The menu has lots of options: I hope to go back to try those potato pancakes.,potato pancakes,positive
"i've been to sapphire twice and both times the food was fine, if not good.",food,positive
I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,noodle dishes,positive
"At 5 dumplings for $1, you just cannot go wrong.",dumplings,positive
"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",drinks,positive
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",atmosphere,positive
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,negative
honestly the worst sushi my husband and i had in our entire lives.,sushi,negative
The sauce is delicious and the crust is perfect.,crust,positive
"Last time I went here, the waitress didn't come back after taking our order.",waitress,negative
The waiter was attentive.,waiter,positive
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,pig feet ginger simmered in black vinegar,positive
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",dinner,neutral
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,negative
The lava cake dessert was incredible and I recommend it.,lava cake dessert,positive
I would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,positive
"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",chicken dish,negative
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",care,positive
The waitress was very patient with us and the food is phenomenal!,food,positive
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken parm,conflict
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,fish,positive
Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,bagel,neutral
"This is some really good, inexpensive sushi.",sushi,positive
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",price,positive
"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",food,neutral
"Ambience is delightful, service impeccable.",service,positive
I love to visit Murrays for my bagel fix.,bagel,positive
I also ordered for delivery and the restaurant forgot half the order.,order,negative
My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,Christmas dinner,neutral
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dish,positive
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,taste,positive
I was pretty much full after our fondue appetizer.,fondue appetizer,neutral
The selection changes frequently but the basic dishes are always available.,basic dishes,neutral
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,positive
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,negative
Went there for an office lunch.,office lunch,neutral
The food is great and authentic.,food,positive
"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",dinner,neutral
"A cheap eat for NYC, but not for dosa.",eat,positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,positive
"They might be all business at the counter when you give your order, but their food says I love you.",counter,negative
I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,Thai noodles with shrimp and chicken and coconut juice,positive
You can't say its cheap because food is cheaper in Chinatown.,food,conflict
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",toppings,neutral
Decor is charming.,Decor,positive
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,wasabi,positive
"For authentic Thai food, look no further than Toons.",Thai food,positive
kalbi and nebbiolo do work together.,kalbi,neutral
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",paratha bread,positive
Drinks way over priced.,priced,negative
I recieved prompt service with a smile.,service,positive
"If it isn't for the food (A+++), it must be the service or the ambience.",food,positive
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",cheese,neutral
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",dish,positive
The restaraurant is very small so reservations are a must.,reservations,neutral
"Otherwise, this place has great service and prices and a nice friendly atmosphere.",atmosphere,positive
"delicious bagels, especially when right out of the oven.",bagels,positive
There was no ambiance.,ambiance,negative
It was so bad I actually refused to pay for my food.,food,negative
Here you get the zen feel without feeling rigid.,zen feel,positive
"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",Thai food,positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,positive
The menu prices are a bit expensive for what you get in quality and portion size.,menu prices,negative
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",dishes,positive
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",pesto pizza,positive
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual),positive
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",bread,positive
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",dessert wine,negative
Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,Appetizers,neutral
we decided to eat in tea room which was small and cute.,tea room,positive
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",staff,negative
"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,positive
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",decor,positive
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dinner,neutral
"For the people who want great food plus great service, Roxy is a place to AVOID!",service,negative
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,negative
I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,lunch,neutral
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken,negative
Very good wine choices.,wine choices,positive
The location and ambience is Ok but the food is what makes up for it.,food,positive
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",bars,negative
The fries are yummy.,fries,positive
The rice was poor quality and was cooked so badly it was hard.,quality,negative
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,neutral
"They sell special sushi, everything have a topping, sauce and etc.",topping,positive
A must for all the Dosa lovers.,Dosa,positive
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),ginger lemonade with vodka,positive
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",diner,negative
"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",chicken,positive
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,thai food,positive
Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,positive
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,positive
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",dishes,positive
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,meal,positive
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",lunch,positive
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,positive
"Great service, great food.",food,positive
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,sushi bar,neutral
"Fresh, authentic, french cuisine in substantial portions.",portions,positive
"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",sushi place,negative
Not too crazy about their sake martini.,sake martini,negative
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,negative
The food is so cheap and the waiters are nice.,food,positive
The food was actually aweful.,food,negative
Get the tuna of gari.,tuna,positive
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,positive
"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",food,positive
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,menu selections,positive
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,staff,positive
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,positive
"Terrible, terrible management - deserves to be shut-down.",management,negative
"The ambience was nice, but service wasn't so great.",service,negative
"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",place,conflict
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,service,positive
I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,ACTORS,positive
"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",crackling calamari salad,positive
"The service is ok, some of the people didn't get what they asked for.",service,neutral
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,positive
"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.",pastrami,positive
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",quality,negative
sometimes i get good food and ok service.,food,positive
"Staffs are not that friendly, but the taste covers all.",taste,positive
"great food, lt's of it, more then one person can eat!",food,positive
The food was good.,food,positive
Food is great and inexpensive.,Food,positive
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,FOOD QUALITY,negative
"This is such a lovely, peaceful place to eat outside.",place,positive
"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",food,neutral
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",service,positive
"Interesting selection, good wines, service fine, fun decor.",service,positive
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,neutral
I highly recommend visiting this restaurant and having dinner and drinks!,dinner,positive
The food is reliable and the price is moderate.,price,neutral
"For appetizers, I recommend the shrimp fritters and dumplings.",dumplings,positive
"The food was just OK, at least for what food was available.",food,negative
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",service,negative
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",menu,neutral
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,positive
I had the Pad Thai and the noodles were sticky.,noodles,negative
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dishes,negative
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,neutral
Dinner took almost 4 hours without any lag time.,Dinner,negative
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",people with carts of food,negative
"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",place,positive
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",seated,positive
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food-quality,positive
"otherwise, good stuff for late nite eats.",stuff,positive
We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,bar,neutral
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",owners,positive
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",dining experiences,positive
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",waiter,positive
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,manager,negative
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,quantity,positive
We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,menu selections,positive
"But for whatever reason, prices are about twice as high.",prices,negative
Nothing fancy but really good food with pretty reasonable price.,price,positive
The service is fine and they allow you to enjoy the view.,service,positive
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",assortment of fish,neutral
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",kitchen,positive
The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,positive
The prices were CHEAP compared to the quality of service and food.,prices,positive
I would like to return and try some of the other menu items when I don't have to rush off to a show.,menu items,positive
"Delicate spices, onions, eggs and a kick-ass roti.",roti,positive
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,dinner plates,negative
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bar,positive
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",atmosphere,positive
All the food was hot tasty.,food,positive
My steak au poivre was one of the worst I've had.,steak au poivre,negative
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,kielbasa,neutral
Food is excellent.,Food,positive
and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,positive
"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,positive
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,kamasutra,positive
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,waiters,conflict
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",French bistro fare,positive
The meat dishes were only so-so.,meat dishes,neutral
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food,positive
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",place,positive
The food always tastes fresh and served promptly.,food,positive
"The food is outstanding and the service is quick, friendly and very professional.",food,positive
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",wait,negative
The soup for the udon was soy sauce and water.,water,neutral
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",served,negative
"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",tonic,neutral
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",packed,negative
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,seat,negative
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",garlic knots,positive
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",dishes,positive
"Great selection of wine, and seafood.",selection of wine,positive
The people in the restaurant were pretty obnoxious and loud.,people,negative
Nothing fancy but really good food with pretty reasonable price.,food,positive
Dahkin also offers prix fixe lunch and buffet.,buffet,positive
The food and staff always surprise me with the new heights they are taken to.,food,positive
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,neutral
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",lunch buffet,positive
The sauces used are also not that exciting.,sauces,negative
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,positive
Good food.,food,positive
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",decor,negative
sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,sandwiches,conflict
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portions,negative
"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",menu,positive
"otherwise, good stuff for late nite eats.",eats,positive
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food,positive
Three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,neutral
"In fact, two people could really share one plate.",plate,positive
"Sake collection was excellent (Try Nanbu Bijin), but pricy.",Sake collection,conflict
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,service,negative
All of the pizzas are terrific and the price is even better!,pizzas,positive
They are served with a free appetizer and the portions are perfect for lunch.,appetizer,positive
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",service,positive
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,green salad,positive
We had a party in their private room and they made it truly memorable and were very helpful in the planning.,private room,neutral
"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,neutral
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",meal,neutral
The food was average or above including some surprising tasty dishes.,food,positive
Edible but really a ripoff at those prices given whats in the area.,prices,negative
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",specials,neutral
The all you can eat deal is truly amazing here.,all you can eat deal,positive
The prices are exceptionally reasonable for food of this caliber.,prices,positive
They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,positive
Try green curry with vegetables.,green curry with vegetables,positive
"Well, their deliveries take for ever and the food is usually cold.",food,negative
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,mushroom consomme,positive
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",portions,negative
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",takeout menu,positive
He offers subpar service and has no personality.,service,negative
Go to Volare for 1st class service and terrific food.,service,positive
Delicious food at a great price but do not go here on a cold day and sit by the front door.,food,positive
The food was lousy - too sweet or too salty and the portions tiny.,portions,negative
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",food,positive
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quantity,negative
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta,positive
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,negative
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,negative
If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,customers,negative
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",dishes,positive
"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",place,positive
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,neutral
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",food spot,positive
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",menu,neutral
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhosas,negative
The Singapore Mai Fun had NO curry flavor whatsoever.,curry flavor,negative
"great eats, good times.",eats,positive
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",wait,positive
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,neutral
"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",service,conflict
The food is great and they have a good selecion of wines at reasonable prices.,food,positive
"Great wine, great food.",food,positive
The place's decor and hidden bathrooms made for a good laugh.,decor,positive
The dining room is quietly elegant with no music to shout over -- how refreshing!,music,positive
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacon,negative
"It is the type of place to run into old friends and have a late, raucus dinner.",dinner,positive
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",mussaman curry,negative
"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,positive
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,sommelier,positive
"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,negative
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",price,positive
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",room,negative
You get the sense that the people there care about their restaurant and about your experience and that is very nice.,people,positive
I had to ask her three times before she finally came back with the dish Ive requested.,dish,neutral
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",space,neutral
Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,neutral
No free drink.,drink,neutral
"If anyones has doubt of not knowing enough about wines,please check their wine list.",wines,neutral
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,positive
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",meal,positive
